chapter,number,stem,option_a,option_b,option_c,option_d,option_e,answer
第8章 呼吸系统疾病,19,急性细支气管炎出现呼吸困难的主要病变基础是(),管壁炎性细胞浸润及管腔内炎性渗出,肺萎缩,细支气管平滑肌痉挛,急性阻塞性肺气肿,细支气管上皮坏死脱落及上皮再生,D
第8章 呼吸系统疾病,20,关于慢性肺源性心脏病，下列哪一项是错误的(),凡是能够导致肺循环阻力增加的疾病,慢性支气管炎是最常见的原发疾病,间质性肺炎引起肺间质纤维化可并发,慢性肺心病发生的关键环节是肺动脉,右心肥大、扩张是其病变特点,B
第8章 呼吸系统疾病,21,下列哪一项符合慢性肺源性心脏病的演进(）,支气管肺炎→代偿性肺气肿→慢性肺,慢性支气管炎→阻塞性肺气肿→慢性,间质性肺炎→间质性肺气肿→慢性肺,大叶性肺炎→肺肉质变→慢性肺心病,肺癌阻塞、压迫支气管→肺气肿→慢,B
第8章 呼吸系统疾病,22,成人呼吸窘迫综合征早期最有诊断意义的病理组织学变化是(,部分肺泡萎陷,肺泡壁充血水肿,肺泡腔充满水肿液,透明膜形成,毛细血管内中性粒细胞聚集,B
第8章 呼吸系统疾病,23,新生儿呼吸窘迫综合征的主要病变特征是(),肺透明膜形成,肺淤血水肿,羊水吸入,肺不张,毛细血管内微血栓形成,D
第8章 呼吸系统疾病,24,在我国引起肺源性心脏病最常见的病是(),肺结核,硅沉着症,支气管哮喘,支气管扩张症,慢性支气管炎伴肺气肿,A
第8章 呼吸系统疾病,25,大叶性肺炎的病变性质是：,纤维素性炎,变态反应性炎,化脓性炎,浆液性炎,出血性炎,C
第8章 呼吸系统疾病,26,最容易引起皮肤潮红、水泻、心动过速支气管哮喘等症状的肺癌类型是(),大细胞癌,黏液癌,类癌,未分化腺癌,低分化鳞状细胞癌,B
第8章 呼吸系统疾病,27,鼻咽癌常发生在,鼻咽后部,鼻咽顶部,鼻咽侧壁,鼻咽前壁,鼻咽底部,B
第8章 呼吸系统疾病,28,肺源性心脏病最常见的原因是,支气管哮喘,支气管扩张,慢性支气管炎,肺结核病,矽肺,B
第8章 呼吸系统疾病,29,病毒性肺炎的主要病理诊断依据C),间质性肺炎,肺泡性肺炎,透明膜形成,病毒包涵体,单核细胞和淋巴细胞浸润,B
第8章 呼吸系统疾病,30,下列哪一项能反映小叶性肺炎的本质),支气管及肺泡的化脓性炎症,支气管及肺泡的纤维素性炎症,支气管及肺泡的卡他性炎症,支气管及肺泡的出血性炎症,支气管及肺泡结构的破坏,C
第8章 呼吸系统疾病,31,可由多种细菌所致,肺炎链球菌,肺炎支原体,起病隐匿,实变体征不明显,可闻及湿罗音,C
第8章 呼吸系统疾病,32,下列能引起间质性肺炎的病原体是),肺炎链球菌,肺炎支原体,溶血性链球菌,肺炎克雷伯杆菌,金黄色葡萄球菌,C
第8章 呼吸系统疾病,33,小叶性肺炎不会出现的并发症是(),肺脓肿,呼吸衰竭,支气管扩张,肺肉质变,心力衰竭,B
第8章 呼吸系统疾病,34,慢性肺源性心脏病的主要发病因素不包括(),肺循环阻力增加,体循环阻力增加,肺动脉高压,肺气肿,气道阻塞,A
第8章 呼吸系统疾病,35,以下哪一项描述不符合硅肺的病变特点(）,I期硅肺以淋巴结内引起硅结节为特,硅结节可融合成团,胸膜可有纤维组织增生、肥厚,易合并恶性胸膜间皮瘤,可形成胸膜肼胝,A
第8章 呼吸系统疾病,36,下列哪项不是肺硅沉着症常见的并发症(),阻塞性肺气肿,自发性气胸,肺结核病,肺肉质变,肺源性心脏病,A
第8章 呼吸系统疾病,37,早期硅结节中的细胞是(,大量巨噬细胞,大量淋巴细胞,大量浆细胞,大量成纤维细胞,大量嗜酸性粒细胞,A
第8章 呼吸系统疾病,38,肺石棉沉着症并发的最常见的恶性肿瘤是(),喉癌,肺癌,食管癌,胃癌,恶性胸膜间皮瘤,D
第8章 呼吸系统疾病,39,肺硅沉着症的特征性病变是(),肺门淋巴结肿大,肺间质纤维化,硅结节形成,胸膜纤维化,肺气肿,D
第8章 呼吸系统疾病,40,小叶性肺炎的病变范围,以呼吸性细支气管为中心,以终未细支管为中心,以细支气管为中心,以支气管为中心,以肺泡管为中心,B
第8章 呼吸系统疾病,41,病毒性肺炎特点中不包括(),常是上呼吸道病毒感染向下蔓延所致,细胞内可检见包涵体,病变严重者，肺泡内可出现脓性渗出,肺组织内出现灶状坏死,炎症从支气管、细支气管开始沿肺间,A
第8章 呼吸系统疾病,42,下列哪项符合硅肺的特点(),硅结节是一种肉芽肿性病变,早期病变出现于两肺下叶和背侧,硅肺性空洞是合并结核病的结果,吸入的二氧化硅尘粒越大，密度越高,以上都不是,C
第8章 呼吸系统疾病,43,男性，55岁，30年吸烟史，刺激性干咳6个月。查体X线片示右肺门处不规则分叶状巨大阴影，边界不清。最有可能的)诊断是(),肺鳞状细胞癌,大叶性肺炎,小叶性肺炎,原发性肺结核,慢性纤维空洞型肺结核,B
第8章 呼吸系统疾病,44,二氧化硅尘致病力最强的是,<5 微米,>5 微米,<3 微米,1-2 微米,3-4 微米,B
第8章 呼吸系统疾病,45,肺癌的早期诊断中最有价值的检查是(),早期症状的发现,纤维支气管镜活检,X 线检查,CT 检查,血液检查,D
第9章 消化系统疾病,1,慢性萎缩性胃炎与慢性浅表性胃炎的主要区别是(）,黏膜层有水肿、点状出血和上皮坏死,黏膜浅层有淋巴细胞、浆细胞浸润,腺上皮萎缩伴肠上皮化生,黏膜固有层淋巴细胞、浆细胞浸润,腺上皮萎缩伴淋巴细胞、浆细胞浸润,C
第9章 消化系统疾病,2,B型慢性萎缩性胃炎好发于(),贲门,胃小弯,胃大弯,胃窦部,胃底部,D
第9章 消化系统疾病,3,慢性萎缩性胃炎B型的表现有(）,胃体部黏膜弥漫性病变,胃窦部黏膜病变严重,血清自身抗体阳性,维生素 B 吸收障碍,常伴有恶性贫血,B
第9章 消化系统疾病,4,关于萎缩性胃炎的病因，下列哪项是错误的(),B型血中有内因子抗体,A 型与自身免疫有关,B型与自身免疫无关,肠上皮,A 型血中有壁细胞抗体,A
第9章 消化系统疾病,5,慢性浅表性胃炎肉眼所见主要是(),胃黏膜失去正常光泽,胃黏膜皱襞变浅或消失,胃黏膜薄而光滑,可见黏膜充血、水肿,黏膜下小血管清晰可见,D
第9章 消化系统疾病,6,肠上皮化生多见于(),慢性肠炎,慢性萎缩性胃炎,慢性胃溃疡,十二指肠溃疡,溃疡性结肠炎,B
第9章 消化系统疾病,7,溃疡病穿孔后最严重的后果是(),穿孔后引起小网膜急性炎症,穿孔后引起急性弥漫性腹膜炎,穿孔后引起肠粘连,穿孔后引起溃疡周围脓肿形成,穿孔后引起慢性包裹性腹膜炎,C
第9章 消化系统疾病,8,下列关于慢性胰腺炎病理特点的描述，哪一项是错误的(一,胰腺呈结节状，质硬,有纤维组织增生及钙盐沉着,间质纤维组织增生，胰管扩张,胰腺中有钙皂形成及间质中单核细胞,腺泡及胰岛组织萎缩消失,E
第9章 消化系统疾病,9,慢性胃溃疡最常见的并发症是(),出血,穿孔,梗阻,癌变,粘连,A
第9章 消化系统疾病,10,慢性消化性溃疡的发生与下列哪项因素无关(),迷走神经兴奋性降低,胃的壁细胞分泌胃酸增多,胃泌素瘤分泌胃泌素样物质,胆汁排入十二指肠增多,胃窦部 G 细胞分泌胃泌素亢进,D
第9章 消化系统疾病,11,下列关于慢性胃溃疡的描述哪一项是错误的(),溃疡多位于胃大弯近幽门侧,溃疡直径多在 2cm 以内,溃疡边缘整齐不隆起,溃疡周围黏膜皱襞呈放射状,溃疡一般较深,C
第9章 消化系统疾病,12,与慢性胃炎发病有关的细菌是(）,幽门螺杆菌,白色念珠菌,葡萄球菌,链球菌,大肠杆菌,A
第9章 消化系统疾病,13,萎缩性胃炎与浅表性胃炎最确切的区别是(),病变部位,黏膜厚度,炎症细胞浸润的深度,胃黏膜固有腺体萎缩,以上都不是,D
第9章 消化系统疾病,14,消化性溃疡最好发生哪一部位(),胃小弯近贲门部处,胃小弯近幽门部,胃大弯及胃底,十二指肠球部,十二指肠降部,D
第9章 消化系统疾病,15,复合性消化性溃疡是指(,胃大弯和胃小弯都有溃疡,胃底部和胃体部都有溃疡,胃和十二指肠都有溃疡,十二指肠球部和降部都有溃疡,十二指肠球部前壁和后壁都有溃疡,C
第9章 消化系统疾病,16,下述哪项不是大肠癌的特点(),发生部位多见于直肠、乙状结肠,发病与环境及遗传因素有关,癌胚抗原 CEA 是常见的肿瘤抗原,可向肠壁深层弥漫浸润，使肠壁增厚,常早期血行转移,E
第9章 消化系统疾病,17,胃癌最主要的转移途径是(）,直接扩散,淋巴道转移,血道转移,腹腔内种植,盆腔内种植,B
第9章 消化系统疾病,18,Krukenberg 瘤是指(),胃黏液癌种植转移至膀胱上,肺癌种植转移至胸膜上,胃黏液癌种植转移至腹膜上,胃黏液癌种植转移至肠壁上,胃黏液癌种植转移至卵巢上,E
第9章 消化系统疾病,19,下列哪一项不符合胃癌的转移特点(）,经淋巴道转移至锁骨上淋巴结,淋巴道扩散至肝门淋巴结,晚期经血道转移至肝脏,种植性转移至大网膜淋巴结,种植性转移至卵巢,D
第9章 消化系统疾病,20,胃癌癌细胞主要来源于胃腺的(),主细胞,壁细胞,颈部的干细胞,黏液细胞,底部的基底细胞,C
第9章 消化系统疾病,21,胃、肠道癌发生血行转移的最常见器官是(）,肺,脑,肝,肾,胃窦部小弯处,C
第9章 消化系统疾病,22,晚期胃癌，最常发生转移的远处淋巴结为(),颈部,腋窝,腹股沟,左锁骨上,胃窦部小弯处,D
第9章 消化系统疾病,23,在胃癌 HE染色切片中，癌细胞弥漫浸润于黏膜下层及肌层，有大量淡蓝色无结构的物质，其中漂浮小堆癌细胞，部分癌细胞核偏于一侧，胞浆内亦有上述物质。该切片应诊断为(),印戒细胞癌,腺鳞癌,乳头状腺癌,管状腺癌,未分化癌,A
第9章 消化系统疾病,24,溃疡型胃癌与胃溃疡在病理形态上主要不同点是(）,溃疡面坏,溃疡合并穿孔,溃疡深及肌层,溃疡直径大于 2cm,溃疡处有癌细胞,E
第9章 消化系统疾病,25,急性重型肝炎的病变性质是(),以肝细胞变性为主的炎症,以肝细胞坏死为主的炎症,以肝细胞增生为主的炎症,以汇管区渗出为主的炎症,以汇管区增生为主的炎症,B
第9章 消化系统疾病,26,癌变率较高的大肠病变是(）,绒毛状腺瘤,增生性息肉,腺瘤性息肉,幼年性息肉,炎性息肉,A
第9章 消化系统疾病,27,关于肝细胞气球样变细胞中下列哪一项改变是错误的(),细胞内糖原增多,细胞内水分增多,内质网扩张、囊泡变性,线立体肿胀、嵴消失,粗面内质网核蛋白体颗粒消失,A
第9章 消化系统疾病,28,毛玻璃样肝细胞可见于(,急性普通型肝炎,慢性普通型肝炎,急性重型肝炎,亚急性重型肝炎,酒精性肝病,B
第9章 消化系统疾病,29,急性重型肝炎的病变，哪项是不正的(),肝细胞大片坏,肝窦扩张充血,网状支架塌陷,坏死灶及周围有炎细胞浸润,肝细胞再生结节形成,E
第9章 消化系统疾病,30,可造成感染慢性化的肝炎病毒(),肝炎病毒A、B、C,肝炎病毒 A、B、E,肝炎病毒 A、C、D,肝炎病毒B、C、D,肝炎病毒 C、D、E,D
第9章 消化系统疾病,31,关于胰腺癌下述临床表现中，哪项悬错误的(),黄疸,CEA 阳性,腹水,疼痛,淀粉酶减低,E
第9章 消化系统疾病,32,下列哪一种阑尾炎最易引起阑尾穿孔(),慢性阑尾炎,慢性阑尾炎急性发作,急性坏疽性阑尾炎,急性单纯性阑尾炎,急性化脓性阑尾炎,C
第9章 消化系统疾病,33,阑尾炎最严重的并发症是(),肝脓肿,肾脓肿,假黏液瘤,急性弥漫性腹膜炎,阑尾周围脓肿,D
第9章 消化系统疾病,34,阑尾系膜静脉血栓形成易见于下列种阑尾炎(),急性坏疽性阑尾炎,慢性阑尾炎急性发作,急性单纯性阑尾炎,慢性阑尾炎,急性蜂窝织炎性阑尾炎,A
第9章 消化系统疾病,35,引起阑尾炎的最重要原因是(),阑尾腔内细菌感染,阑尾周围炎症蔓延,阑尾腔内阻塞并感染,阑尾黏膜损伤并感染,机体抵抗力降低,C
第9章 消化系统疾病,36,下述均为 Crohn 病的病变特点，但除外),黏膜水肿并有裂隙状溃疡形成,黏膜下层淋巴管扩张，内皮增生、水,黏膜下层淋巴滤泡形成,肠壁可有肉芽肿形成,肉芽肿中心可发生干酪样坏死,E
第9章 消化系统疾病,37,关于 Crohn 病的病变，下列哪一项是错误的(),病变主要累及结肠,病变局限呈节段性分布,病变肠壁可发生粘连,肠系膜淋巴结肿大,病变肠黏膜高度水肿如铺路石,A
第9章 消化系统疾病,38,慢性溃疡性结肠炎的病变特点不包括(),病变可累及结肠各段,临床上呈慢性经过,肠壁形成较大溃疡,易修复不易癌变,常伴有肠外免疫性疾病,D
第9章 消化系统疾病,39,溃疡型胃癌与胃溃疡相比，下列关于癌性溃疡的肉眼描述哪项是错的(),外形呈火山口状,边缘不整齐,大小多大于 2cm,深度较深,底部凹凸不平,D
第9章 消化系统疾病,40,胃癌常见的组织学类型中不包括(),乳头状腺癌,管状腺癌,黏液腺癌,印戒细胞癌,透明细胞癌,E
第9章 消化系统疾病,41,按发病率递减的顺序，食道癌最常见的部位依次是(),食道上段、中段、下段,食道中段、下段、上段,食道上段、下段、中段,食道中段、上段、下段,各段分布相等,B
第9章 消化系统疾病,42,食道癌的直接浸润一般不会引起(),食道-气管瘘,肺脓肿,脓胸,大出血,颈部淋巴结肿大,E
第9章 消化系统疾病,43,关于食道癌，下列哪一项是错误的(),多见于食道中段,鳞状细胞癌最多见,腺癌的发生与 Barrett 食道有关,早期可有吞咽困难,晚期可经血道转移至肝和肺,D
第9章 消化系统疾病,44,除下列哪项外均为中晚期食道癌的肉眼类型(),髓质型,蕈伞型,平坦型,溃疡型,缩窄型,C
第9章 消化系统疾病,45,食道癌最常见的组织学类型是(),鳞状细胞癌,小细胞癌,腺癌,腺鳞癌,黏液癌,A
第9章 消化系统疾病,46,早期发现胃癌最可靠的方法是(),X 线钡餐检查,超声波检查,胃液特异酶检测,胃液脱落细胞学检查,胃镜活组织检查,E
第9章 消化系统疾病,47,早期胃癌的病理诊断标准是癌组织(),直径小于2cm,局限于黏膜层内,未侵及肌层,未侵及浆膜层,无局部淋巴结转移,C
第9章 消化系统疾病,48,革囊胃的形成是指(),范围较大的溃疡型胃癌,胃溃疡广泛瘢痕形成,胃癌癌细胞弥漫浸润胃壁,胃癌伴胃囊性扩张,胃黏液腺癌大量黏液潴留,C
第9章 消化系统疾病,49,急性重型肝炎发生在下列哪一种情况(),T细胞功能正常，感染病毒少，毒力,T细胞功能不足，仅能杀灭一部分感,T细胞功能正常，感染病毒最多，毒,机体免疫功能缺陷，缺乏有效免疫反,以上都不是,C
第9章 消化系统疾病,50,肝硬化引起门脉高压的原因一般不包括(）,假小叶压迫小叶下静脉,纤维组织压迫中央静脉,肝窦狭窄、闭合,肝动脉和门静脉之间形成吻合支,肝动脉与肝静脉之间形成吻合支,E
第9章 消化系统疾病,51,肝硬化患者出现蜘蛛状血管痣是由于(),血管内压增高,侧支循环形成,凝血机制障碍,雌激素增多,低蛋白血症,D
第9章 消化系统疾病,52,肝硬化侧支循环形成可造成严重的上消化道出血是指(),食道下段静脉丛曲张,食道上段静脉丛曲张,脐周静脉丛曲张,痔静脉丛曲张,以上均不是,A
第9章 消化系统疾病,53,关于门脉高压症引起的侧支循环形成，下列哪项配对错误(),胃左冠状静脉-食道静脉,肠系膜下静脉-直肠静脉丛,肠系膜上静脉-直肠静脉丛,脐旁静脉-脐周静脉网,腹壁浅静脉-脐旁静脉,C
第9章 消化系统疾病,54,下列哪项不属于门脉高压症(),脾肿大,腹水,侧支循环形成,胃肠道淤血,蜘蛛痣,E
第9章 消化系统疾病,55,门脉性肝硬化最严重的并发症是(),腹腔积液,脾肿大,血小板减少,肝性脑病,痔静脉曲张,D
第9章 消化系统疾病,56,肝细胞大片崩解坏死并有肝细胞结节状再生者见于(一,慢性持续性肝炎,慢性活动性肝炎,亚急性重型肝炎,急性普通型肝炎,急性重型肝炎,C
第9章 消化系统疾病,57,原发性肝癌的肉眼分型不包括(),结节型,弥漫型,巨块型,混合型,小肝癌,D
第9章 消化系统疾病,58,早期肝癌是指瘤体(,单个有包膜,3cm 以下，不超过 2 个,微小而多个,界限清楚无出血,以上都是,E
第9章 消化系统疾病,59,肝癌最常见的转移方式是(）,门静脉转移,淋巴道转移,肝静脉转移,脾静脉转移,种植性转移,A
第9章 消化系统疾病,60,肝细胞癌患者最有诊断意义的血清学指标是(一,甲胎蛋白,癌胚抗原,碱性磷酸酶,酸性磷酸酶,γ-谷氨酰转肽酶,A
第9章 消化系统疾病,61,原发性肝癌是指(),胆管上皮发生的癌,肝细胞和肝内胆管上皮发生的癌,肝细胞发生的癌,肝细胞和肝外胆管上皮发生的癌,来自 Kupffer 细胞的恶性肿瘤,B
第9章 消化系统疾病,62,关于急性胰腺炎病理改变的描述中，下列哪项是错误的(),水肿性者病变多局限在胰尾,水肿性者可见局限性脂肪坏死,出血性者为大片凝固性坏死,出血性者有散在的钙化灶,出血性者病变多局限在胰尾,E
第9章 消化系统疾病,63,急性胰腺炎时，下列哪项不可能出现(),急腹症,休克,血清中碱性磷酸酶活性增高,血清中钙离子及钾、钠离子降低,血清及尿中淀粉酶和脂酶含量增高,C
第9章 消化系统疾病,64,可导致肝脏肿大的疾病不包括(),肺源性心脏病,普通型肝炎,重型肝炎,糖尿病,胆汁郁积性肝炎,C
第9章 消化系统疾病,65,肝细胞弥漫性水样变性主要见于(),急性重型肝炎,亚急性重型肝炎,慢性持续性肝炎,急性普通性肝炎,胆汁郁积性肝炎,D
第9章 消化系统疾病,66,关于病毒性肝炎，下列哪项是错误的(),以肝实质细胞变性坏死为主要病变的,各型肝炎病变的性质不完全相同,急性普通型肝炎以广泛的肝细胞变性,桥接坏死常见于中、重度慢性肝炎,大片的溶解性坏死是重型肝炎的病变,B
第9章 消化系统疾病,67,慢性肝炎时，肝细胞出现毛玻璃样改变的原因是(),内质网内有大量 HbsAg,高尔基器内有大量 HBsAg,线粒体肿胀,胞浆内细胞器的变性,以上都不是,A
第9章 消化系统疾病,68,病毒性肝炎时最常见的肝细胞变性是(),嗜酸性变,脂肪变性,细胞水肿,玻璃样变,黏液样变,C
第9章 消化系统疾病,69,关于病毒性肝炎的肝细胞基本病变，下列哪项是错误的(),脂肪变性,嗜酸性变,气球样变性,嗜酸性坏死,溶解性坏死,A
第9章 消化系统疾病,70,肝细胞呈碎片状坏死或形成桥接坏死见于(),急性重型肝炎,亚急性重型肝炎,急性普通型肝炎,中-重度慢性肝炎,轻度慢性肝炎,E
第9章 消化系统疾病,71,下列均为假小叶的特点，但除外(),肝小叶内中央静脉缺如,肝小叶内出现汇管区,肝小叶内可有两条以上中央静脉,肝细胞排列紊乱，可出现双核肝细胞,肝细胞广泛凋亡，大量凋亡小体形成,E
第9章 消化系统疾病,72,肝硬化形成过程的基本病理变化不包括(),肝细胞溶解性坏,肝细胞结节状再生,肝细胞嗜酸性坏,肝细胞桥接坏死,纤维组织增生,C
第9章 消化系统疾病,73,慢性酒精中毒引起的最严重的肝脏损害是(),槟榔肝,脂肪肝,肝萎缩,酒精性肝炎,酒精性肝硬化,E
第9章 消化系统疾病,74,下列哪种肝炎最易发展成肝硬化(),中-重度慢性肝炎,急性重型肝炎,轻度慢性肝炎,急性乙型肝炎,急性甲型肝炎,A
第9章 消化系统疾病,75,细胞内出现 Mallory 小体常见于(),门脉性肝硬化,坏死后性肝硬化,淤血性肝硬化,酒精性肝硬化,胆汁性肝硬化,D
第9章 消化系统疾病,76,下述肝硬化腹水生成的机制中，不正确的说法是(),肝脏合成白蛋白减少,血内抗利尿激素、醛固酮增高,结缔组织增生、肝静脉受压,门静脉淤血、血管壁通透性增强,肝窦内压力升高,C
第9章 消化系统疾病,77,碎片状坏死：慢性肝炎时，肝小叶周边的界板肝细胞坏死、崩解，形成带状、片犬或灶状连接的坏死灶，并伴有炎细胞浸闰。6.小肝癌：即早期肝癌，是指单个肝癌结方直径在3cm 以下或结节数目不超过两157.男性患者昏迷不醒，曾有乙肝病史，昏迷前一段时间内睾丸萎缩、乳腺发育和,中毒性休克,药物中毒,肝性脑病,中枢神经受损,以上说法都不对,D
第9章 消化系统疾病,78,假小叶的特征性病变不包括有(),纤维组织增生，分割包绕肝小叶形成,肝细胞紊乱、脂肪变性,肝细胞团内出现汇管区,肝细胞团内缺少中央静脉,肝细胞团内中央静脉数量偏位或有两,B
第9章 消化系统疾病,79,在门脉性与坏死后性肝硬化病变的区别中，不包括下列哪一项(,假小叶的大小,纤维间隔的厚薄,炎细胞浸润的轻重,肝内小血管改建的有无,肝细胞坏死的多少,D
第9章 消化系统疾病,80,下列哪项不属于门脉高压症的表现(）,脾大,肝大,,,,B
第9章 消化系统疾病,81,假小叶：肝硬化时，正常肝小叶结构被破坏，由广泛增生的纤维组织将肝细胞再生结节分割包绕成大小不等、圆形或椭圆形的肝细胞团，称假小叶。,,,食道静脉曲张,痔核形成,腹水,A
第10章 淋巴造血系统疾病,1,在急性白血病中，最重要和具有诊意义的病理改变是(),外周血白细胞增多,骨髓幼稚白细胞增多,骨髓巨核细胞减少,肝内幼稚白细胞浸润,淋巴结肿大,B
第10章 淋巴造血系统疾病,2,淋巴细胞是免疫活性细胞，以下哪细胞不属于其中(),B 细胞,Th 细胞,Tc 细胞,NK 细胞,单核巨噬细胞,E
第10章 淋巴造血系统疾病,3,急性、慢性粒细胞性白血病时，在骨内、骨膜下或其他器官内，出现白血病细胞形成的瘤结，该瘤为(),黄色瘤,白色瘤,棕色瘤,绿色瘤,转移瘤,D
第10章 淋巴造血系统疾病,4,患者颈部淋巴结肿大时，可能性最小的疾病是(),恶性淋巴瘤,肺癌淋巴结转移,鼻咽癌淋巴结转移,甲状腺癌淋巴结转移,颅内肿瘤淋巴结转移,E
第10章 淋巴造血系统疾病,5,下列属于T细胞性淋巴瘤的恶性肿瘤是(),淋巴浆细胞型淋巴瘤,蕈样霉菌病/Sezary 综合征,滤泡型淋巴瘤,套细胞淋巴瘤,绿色瘤,D
第10章 淋巴造血系统疾病,6,霍奇金淋巴瘤多发生于(,颈部淋巴结,纵隔淋巴结,腋下淋巴结,肠系膜淋巴结,腹膜后淋巴结,A
第10章 淋巴造血系统疾病,7,可合并白血病的淋巴瘤主要是),淋巴细胞为主型霍奇金病,小淋巴细胞性淋巴瘤,免疫母细胞性淋巴瘤,伯基特淋巴瘤,骨髓瘤,B
第10章 淋巴造血系统疾病,8,淋巴细胞消减型→混合细胞型→结节硬化型→淋巴细胞为主型,细胞单一,首先累及深部淋巴结,淋巴细胞为主型→结节硬化型→淋巴,淋巴细胞为主型→结节硬化型→混合,淋巴细胞消减型→淋巴细胞为主型→,C
第10章 淋巴造血系统疾病,9,关于霍奇金淋巴瘤的特点下列说法正确的是(）,细胞单一,首先累及深部淋巴结,病变先从一个淋巴结开始，逐渐向远,多处淋巴结同时发生,以上都不是,B
第10章 淋巴造血系统疾病,10,在结节硬化型霍奇金淋巴瘤中不易见到的细胞是(),陷窝细胞,嗜酸性粒细胞,幼稚的淋巴细胞,Reed-Stenlberg 细胞,成纤维细胞,A
第10章 淋巴造血系统疾病,11,胶原纤维束出现在下列哪个类型的霍奇金淋巴瘤(）,淋巴细胞消减型,淋巴细胞为主型,网织型,结节硬化型,双核并列对称，有大的嗜酸性核仁的,D
第10章 淋巴造血系统疾病,12,典型的镜影细胞是(,多核瘤巨细胞,细胞大，胞质丰富，双色性或嗜酸性,核大，核膜厚，核呈空泡状,有大的嗜酸性核仁,双核并列对称，有大的嗜酸性核仁的,C
第10章 淋巴造血系统疾病,13,关于淋巴瘤的叙述，错误的是(),青少年多见，是儿童最常见的恶性肿,肉眼呈结节状，可有假包膜，切面呈,是原发于淋巴结和结外淋巴组织的恶,分为霍奇金淋巴瘤、非霍奇金淋巴瘤,淋巴组织结构破坏，瘤细胞弥漫分布，,C
第10章 淋巴造血系统疾病,14,Ph1 染色体主要出现在哪种白血病(),急性淋巴细胞性白血病,慢性淋巴细胞性白血病,急性粒细胞性白血病,慢性粒细胞性白血病,单核细胞性白血病,D
第10章 淋巴造血系统疾病,15,关于慢性淋巴细胞性白血病的淋巴结，下述不正确的是(),瘤细胞浸润包膜,淋巴结结构破坏,淋巴结切面上见大片坏死,淋巴结切面呈鱼肉状,肿大淋巴结常相互融合,E
第10章 淋巴造血系统疾病,16,霍奇金淋巴瘤最常发生的部位是(）,腋下淋巴结,纵隔淋巴结,腹膜后淋巴结,腹股沟淋巴结,颈部淋巴结,D
第10章 淋巴造血系统疾病,17,下列哪种是变异型R-S细胞(),Langerhans 细胞,陷窝细胞,泡沫细胞,燕麦细胞,异型性组织细胞,D
第10章 淋巴造血系统疾病,18,关于霍奇金淋巴瘤，有诊断意义的细胞是(),类上皮细胞,陷窝细胞,镜影细胞,异物巨细胞,异型性组织细胞,D
第10章 淋巴造血系统疾病,19,系统性红斑狼疮患者皮肤损害的典型病变表现为(),皮下小结,蜘蛛痣,肢体环形红斑,面部蝶形红斑,出血点,A
第10章 淋巴造血系统疾病,20,与移植物的迟发排斥反应关系最密切的细胞是(),浆细胞,淋巴细胞,组织细胞,中性粒细胞,嗜酸性粒细胞,C
第10章 淋巴造血系统疾病,21,属于移植物抗宿主反应的是(),急性排斥反应,超急性排斥反应,Arthus 反应,骨髓移植排斥反应,超敏反应,D
第10章 淋巴造血系统疾病,22,系统性红斑狼疮最有诊断意义的检查指标是(),抗组蛋白抗体,抗双股 DNA 抗体,抗平滑肌抗体,抗血小板抗体,抗粒细胞抗体,E
第10章 淋巴造血系统疾病,23,对类风湿小结描述错误的是(),好发于皮肤,中央为干酪样坏死,外面可有肉芽组织,约 1/4 的患者可出现,有核呈栅状或放射状排列的上皮样细,B
第10章 淋巴造血系统疾病,24,对狼疮性肾炎具有诊断价值的形态特征是(),狼疮小体,肾小球系膜细胞增生,补体沉积,电子致密物沉积,免疫球蛋白,C
第10章 淋巴造血系统疾病,25,不属于类风湿性关节炎病变特点的是(),急性坏死性动脉炎,滑膜下淋巴滤泡的形成,关节软骨表面血管翳的形成,Aschoff 小体的生成,晚期关节的畸形,D
第10章 淋巴造血系统疾病,26,系统性红斑狼疮患者心脏典型病变为(),心瓣膜非细菌性疣状赘生物,心外膜纤维素性炎,心瓣膜闭锁缘菜花样赘生物,,,D
第10章 淋巴造血系统疾病,27,是霍奇金病的诊断性细胞，体积大，胞浆丰富，核大，双叶核见于霍奇金病，双叶核的R-S细胞的两叶核或多叶核，核仁大而嗜酸性，周围有一透明晕，空型者双叶核面对面排列形成所谓镜影细胞。29.是霍奇金病的诊断性细胞，体积大，胞浆丰富，双色或嗜酸性，核大，双核或多核，核内有一个大而嗜酸性的核仁，周围,表皮萎缩、角化过度,基底细胞液化,狼疮带,MeCallum 斑,心瓣膜钙化,E
第10章 淋巴造血系统疾病,28,是一种造血组织的恶性肿瘤增生性疾病，异常白细胞在造血器官中无限制增生，常侵入髓外组织及外周血液。31.是起源于淋巴结和结外淋巴及其他组,表皮萎缩、角化过度,基底细胞液化,狼疮带,MeCallum 斑,心瓣膜钙化,B
第10章 淋巴造血系统疾病,29,系统性红斑狼疮患者皮肤损害具有病理学诊断意义的是(),表皮萎缩、角化过度,基底细胞液化,狼疮带,表皮真皮交界处水肿,血管周围淋巴细胞浸润,B
第10章 淋巴造血系统疾病,30,系统性红斑狼疮引起组织病理损害最重要的因素是(),CD8 细胞,CD4 细胞,自身抗体,苏木素小体,狼疮细胞,C
第10章 淋巴造血系统疾病,31,下列那项不是自身免疫性疾病(),系统性红斑狼疮,急性胰腺炎,硬皮病,类风湿性关节炎,重症肌无力,B
